IDRSSD,date,Financial Institution Name,Institution Name ,defaulter,Failure / Assistance ,total_assets,company ratio 1,company ratio 2,company ratio 3,company ratio 4,company ratio 5,MEV 1,MEV 2,default_within_1Y,Failure,num_records,non_defaulter,const
557858,6/30/2015,"INTRUST BANK, NATIONAL ASSOCIATION",,0,,4431141,2.487792192,0.187491455,0.187491455,-0.830711909,-0.280664887,0.433880701,0.348841103,0,,60,1,1
170716,6/30/2008,BANCO BILBAO VIZCAYA ARGENTARIA PUERTO RICO,,0,,6576376,2.778955197,-0.025909799,-0.025909799,-0.69074809,-0.348891318,0.155788351,-0.253926893,0,,46,1,1
1842065,3/31/2012,"PRIVATEBANK AND TRUST COMPANY, THE",,0,,12587678,3.257730003,-0.026878954,-0.026878954,-0.148518048,-0.023161095,-0.585791248,-0.52182378,0,,60,1,1
3304428,6/30/2012,GOLD CANYON BANK,GOLD CANYON BANK,1,FAILURE,54777,-0.75190856,-1.129268067,-1.129268067,-1.030861228,-1.316759809,-0.585791248,-0.52182378,1,1,27,0,1
412751,9/30/2014,WOODFOREST NATIONAL BANK,,0,,4204882,2.449142047,0.581388324,0.581388324,-1.174535726,-0.115076973,0.155788351,0.482789546,0,,60,1,1
45627,12/31/2002,FIRST CHARTER BANK,,0,,3726842,2.360143489,0.176839078,0.176839078,-0.494433067,-0.050364886,0.433880701,0.951609098,0,,28,1,1
574471,3/31/2009,STATEWIDE BANK,STATEWIDE BANK,1,FAILURE,273195,0.433103244,-0.039712529,-0.039712529,-0.407738263,-0.312000548,1.08276285,-1.928282436,1,1,20,0,1
3083741,3/31/2008,FIRSTBANK FINANCIAL SERVICES,FIRSTBANK FINANCIAL SERVICES,1,FAILURE,432154,0.77129272,-0.436714194,-0.436714194,-1.762428189,2.32099514,0.155788351,-0.253926893,1,1,27,0,1
2582023,6/30/2010,U.S. BANK NATIONAL ASSOCIATION ND,,0,,5563610,2.655627355,0.551134106,0.551134106,0.550343997,0.168511624,1.08276285,1.01858332,0,,48,1,1
40305,12/31/2002,CHITTENDEN TRUST COMPANY,,0,,3061890,2.215214262,0.359745678,0.359745678,0.325023084,-0.420244835,0.433880701,0.951609098,0,,27,1,1
672612,3/31/2002,"ROSLYN SAVINGS BANK, THE",,0,,9152610,3.022721525,0.188926483,0.188926483,-0.834751826,0.660871435,1.268157749,-0.119978449,0,,10,1,1
436159,6/30/2003,FIRST BANK,,0,,1102185,1.461738795,0.067129765,0.067129765,-0.040773086,1.792497792,0.433880701,0.951609098,0,,60,1,1
636043,6/30/2003,"FIFTH THIRD BANK, INDIANA",,0,,8042469,2.9273677,-0.147161858,-0.147161858,-0.690341878,-0.111770821,0.433880701,0.951609098,0,,10,1,1
2736291,9/30/2009,BANCO POPULAR NORTH AMERICA,,0,,11463230,3.188724412,-2.511271642,-2.511271642,-0.76376524,-0.427210745,1.175460299,-0.722746445,0,,60,1,1
185037,12/31/2010,CENTRAL PROGRESSIVE BANK,CENTRAL PROGRESSIVE BANK,1,FAILURE,409844,0.732204146,-4.979619414,-4.979619414,-1.147417725,-0.432255617,0.89736795,0.348841103,1,1,42,0,1
775214,9/30/2007,COMMERCE BANK/HARRISBURG NATIONAL ASSOCIATION,,0,,2014260,1.906386669,-0.099837558,-0.099837558,-0.351921149,0.406429816,-1.698160646,0.214892659,0,,59,1,1
3350779,12/31/2010,COMMUNITY BANK OF ROCKMART,COMMUNITY BANK OF ROCKMART,1,FAILURE,62752,-0.651674993,-1.508819476,-1.508819476,-0.483782511,-0.801640107,0.89736795,0.348841103,1,1,25,0,1
1464122,12/31/2009,HANCOCK BANK OF LOUISIANA,,0,,2896605,2.174291217,0.188395717,0.188395717,0.208865872,-0.008089748,1.08276285,1.01858332,0,,51,1,1
752970,6/30/2009,WESTERNBANK PUERTO RICO,WESTERNBANK PUERTO RICO,1,FAILURE,14338878,3.353786784,-0.330974101,-0.330974101,-2.328577987,-0.851162189,1.08276285,-1.928282436,1,1,36,0,1
3426245,3/31/2009,CENTURY SECURITY BANK,CENTURY SECURITY BANK,1,FAILURE,112202,-0.223138037,-1.409750735,-1.409750735,-2.485573893,-0.796614554,1.08276285,-1.928282436,1,1,15,0,1
880659,9/30/2008,FIRST BANK OF KANSAS CITY,FIRST BANK OF KANSAS CITY,1,FAILURE,19272,-1.522256278,-2.041411274,-2.041411274,-0.134826411,-2.632201677,0.248485801,-2.86592154,1,1,33,0,1
657365,3/31/2007,HANMI BANK,,0,,3770124,2.368658521,0.294818336,0.294818336,0.495666709,-0.058173652,-1.976252995,0.482789546,0,,60,1,1
259518,6/30/2007,NATIONAL CITY BANK,,0,,138415043,5.025782742,0.116745647,0.116745647,-0.19900269,0.389406519,-1.976252995,0.482789546,0,,34,1,1
3783948,9/30/2010,"RBC BANK (GEORGIA), NATIONAL ASSOCIATION",,0,,250476,0.369076261,0.511508151,0.511508151,3.403544756,2.059146239,0.341183251,0.214892659,0,,30,1,1
28013,3/31/2015,NORTHFIELD BANK,,0,,3048999,2.212102958,-0.032191136,-0.032191136,-0.853407453,-0.091366669,0.433880701,0.348841103,0,,43,1,1
822154,9/30/2007,AMERICAN STATE BANK,,0,,1993309,1.898676083,0.238892302,0.238892302,-0.361187074,-0.653204887,-1.698160646,0.214892659,0,,45,1,1
518952,9/30/2009,HOME NATIONAL BANK,HOME NATIONAL BANK,1,FAILURE,712422,1.139932958,-0.845220118,-0.845220118,-0.3145537,-0.431431805,1.175460299,-0.722746445,1,1,37,0,1
803368,6/30/2002,COMERICA BANK-CALIFORNIA,,0,,15673453,3.41941482,-0.233143063,-0.233143063,-0.160438417,0.452361445,1.268157749,-0.119978449,0,,8,1,1
3278547,6/30/2011,HARVEST BANK OF MARYLAND,HARVEST BANK OF MARYLAND,1,FAILURE,156825,0.023780475,-1.471989423,-1.471989423,-1.203309628,0.02565053,0.89736795,0.348841103,1,1,29,0,1
3041349,12/31/2008,SOUTHERN COLORADO NATIONAL BANK,SOUTHERN COLORADO NATIONAL BANK,1,FAILURE,58631,-0.701767335,-0.987377061,-0.987377061,-1.041300402,1.621912459,1.08276285,-1.928282436,1,1,30,0,1
2876889,12/31/2007,HAVEN TRUST BANK,HAVEN TRUST BANK,1,FAILURE,504306,0.885155134,-0.218612181,-0.218612181,-0.59134494,1.499541464,0.155788351,-0.253926893,1,1,30,0,1
2453132,12/31/2009,PIERCE COMMERCIAL BANK,PIERCE COMMERCIAL BANK,1,FAILURE,262114,0.402568372,-4.338486815,-4.338486815,-0.454281087,-0.051176996,1.08276285,1.01858332,1,1,38,0,1
249256,3/31/2007,DOUGLASS NATIONAL BANK,DOUGLASS NATIONAL BANK,1,FAILURE,66003,-0.614426832,-1.461536123,-1.461536123,-0.830155827,-0.682899268,-1.976252995,0.482789546,1,1,27,0,1
128904,3/31/2007,EASTERN BANK,,0,,6542984,2.77520123,0.109220962,0.109220962,-0.471879652,-0.293171537,-1.976252995,0.482789546,0,,60,1,1
341178,12/31/2010,"BLUE RIDGE SAVINGS BANK, INC","BLUE RIDGE SAVINGS BANK, INC.",1,FAILURE,167970,0.074409659,-4.203131239,-4.203131239,-1.166730179,-1.33233783,0.89736795,0.348841103,1,1,14,0,1
783648,6/30/2009,CENTIER BANK,,0,,2008191,1.90416138,-1.443323406,-1.443323406,-0.286010748,0.100920933,1.08276285,-1.928282436,0,,60,1,1
2197098,9/30/2012,BANK OF NEVADA,,0,,2917985,2.179714349,0.020067755,0.020067755,0.138548083,-0.228355036,-0.771186147,0.080944216,0,,50,1,1
1402405,12/31/2009,FIRST BANK OF JACKSONVILLE,FIRST BANK OF JACKSONVILLE,1,FAILURE,80363,-0.469258066,-6.076540635,-6.076540635,-0.450595056,-1.88290206,1.08276285,1.01858332,1,1,38,0,1
586205,6/30/2002,CITIZENS BANK OF CONNECTICUT,,0,,2636159,2.10481178,0.336509556,0.336509556,0.06416424,0.085412665,1.268157749,-0.119978449,0,,25,1,1
321536,3/31/2008,OCALA NATIONAL BANK,OCALA NATIONAL BANK,1,FAILURE,271142,0.42754058,-1.265032279,-1.265032279,-1.554240082,-0.14839016,0.155788351,-0.253926893,1,1,31,0,1
3402481,6/30/2012,SUNRISE BANK,SUNRISE BANK,1,FAILURE,74763,-0.522524282,-2.509888662,-2.509888662,-0.625464333,-1.016196409,-0.585791248,-0.52182378,1,1,27,0,1
750305,6/30/2003,DANVERS SAVINGS BANK,,0,,834645,1.256697094,0.090383388,0.090383388,0.121530865,-0.000960674,0.433880701,0.951609098,0,,41,1,1
38535,9/30/2011,FIRST UNITED BANK,FIRST UNITED BANK,1,FAILURE,375638,0.667935306,-2.555365736,-2.555365736,-0.659573481,-0.664807627,0.155788351,-1.057617554,1,1,45,0,1
147174,9/30/2009,STERLING BANK,STERLING BANK,1,FAILURE,371541,0.659847973,-2.093125906,-2.093125906,-1.325146895,-0.4778494,1.175460299,-0.722746445,1,1,25,0,1
613008,6/30/2007,ROCKLAND TRUST COMPANY,,0,,2656442,2.110464074,0.103164542,0.103164542,0.222175172,-0.588790484,-1.976252995,0.482789546,0,,60,1,1
765756,6/30/2003,"WELLS FARGO BANK TEXAS, NATIONAL ASSOCIATION",,0,,24439690,3.747017447,0.097716031,0.097716031,-0.610650283,-0.093614142,0.433880701,0.951609098,0,,10,1,1
1386251,9/30/2014,BANCFIRST,,0,,6386737,2.757377306,0.150838399,0.150838399,-0.570551609,-0.143202864,0.155788351,0.482789546,0,,60,1,1
933621,9/30/2007,BURKE AND HERBERT BANK AND TRUST COMPANY,,0,,1488042,1.683095155,0.197721826,0.197721826,-0.237859602,-0.190658655,-1.698160646,0.214892659,0,,60,1,1
876634,6/30/2008,CAPITAL CITY BANK,,0,,2632391,2.103756957,0.021933099,0.021933099,0.561108243,-0.418871354,0.155788351,-0.253926893,0,,60,1,1
367851,12/31/2009,COMMUNITY NATIONAL BANK,COMMUNITY NATIONAL BANK,1,FAILURE,40349,-0.9773483,-2.24841855,-2.24841855,-2.326389075,-0.79338789,1.08276285,1.01858332,1,1,38,0,1
3225411,9/30/2007,FIRST PRIORITY BANK,FIRST PRIORITY BANK,1,FAILURE,276219,0.441221189,-2.417124886,-2.417124886,-1.012871773,0.632577276,-1.698160646,0.214892659,1,1,18,0,1
2737029,3/31/2010,FIRST COMMERCIAL BANK OF FLORIDA,FIRST COMMERCIAL BANK OF FLORIDA,1,FAILURE,662487,1.086343198,-0.77313312,-0.77313312,-1.892015258,-0.338639995,1.08276285,1.01858332,1,1,39,0,1
913856,12/31/2011,PINNACLE BANK,,0,,3171239,2.241091202,0.492665219,0.492665219,0.045408366,0.191960961,-0.585791248,-0.52182378,0,,60,1,1
23504,6/30/2013,"BRIDGEHAMPTON NATIONAL BANK, THE",,0,,1728267,1.793459712,0.02387257,0.02387257,-0.576603218,0.900306587,-0.400396348,-0.387875336,0,,60,1,1
186650,12/31/2008,JENNINGS STATE BANK,JENNINGS STATE BANK,1,FAILURE,50810,-0.807347622,-0.433046378,-0.433046378,-0.265785214,-0.146673502,1.08276285,-1.928282436,1,1,34,0,1
723354,12/31/2002,"WELLS FARGO BANK NEBRASKA, NATIONAL ASSOCIATION",,0,,3936076,2.400424995,-0.166441361,-0.166441361,-0.854337576,0.152655804,0.433880701,0.951609098,0,,10,1,1
2942690,3/31/2013,SIGNATURE BANK,,0,,18266644,3.532323758,0.134259741,0.134259741,-0.297790587,0.340972922,-0.400396348,-0.387875336,0,,59,1,1
3250114,9/30/2009,NORTHWEST BANK & TRUST,NORTHWEST BANK & TRUST,1,FAILURE,173120,0.096680207,-4.858823363,-4.858823363,-1.908208802,0.402686049,1.175460299,-0.722746445,1,1,25,0,1
786274,12/31/2013,MUTUAL OF OMAHA BANK,,0,,6392855,2.758083383,-0.076798171,-0.076798171,-0.136713283,-0.415012623,0.341183251,1.487402872,0,,17,1,1
1161029,3/31/2012,BANK OF HAMPTON ROADS,,0,,1848201,1.842937526,-0.903138798,-0.903138798,-0.404258393,-0.566156238,-0.585791248,-0.52182378,0,,60,1,1
2270795,12/31/2002,"DIRECT MERCHANTS CREDIT CARD BANK, NATIONAL ASSOCIATION",,0,,1417615,1.647339926,1.777141695,1.777141695,5.22955923,-2.077110295,0.433880701,0.951609098,0,,18,1,1
579252,3/31/2003,GOLD BANK,,0,,2177648,1.963902598,0.032886096,0.032886096,-0.379730974,0.328956316,0.433880701,0.951609098,0,,20,1,1
2713461,6/30/2009,NEW CENTURY BANK,NEW CENTURY BANK,1,FAILURE,528100,0.919153144,-0.901087235,-0.901087235,-1.470705163,0.870676788,1.08276285,-1.928282436,1,1,36,0,1
633378,9/30/2013,KEARNY FEDERAL SAVINGS BANK,,0,,3220336,2.252420819,-0.154214157,-0.154214157,-1.11973589,0.127293284,0.341183251,1.42042865,0,,16,1,1
485559,6/30/2002,FIRST TENNESSEE BANK NATIONAL ASSOCIATION MEMPHIS,,0,,19383695,3.576095239,0.426267596,0.426267596,-0.021317666,-0.094625563,1.268157749,-0.119978449,0,,60,1,1
654757,3/31/2002,COMMUNITY FIRST NATIONAL BANK,,0,,5562774,2.655516537,0.402592839,0.402592839,0.964196644,-0.578880852,1.268157749,-0.119978449,0,,14,1,1
